value,count
make sure you purchase your lift tickets and make restruant reservations before you leave for your trip .,1
nothing that would take your breath away as some natural splendours do,1
so the down side is that your ticket only gets you to the second floor and then you have to line up to buy a ticket to go to the top .,1
the view from the top of the tower is breath taking .,1
the mesmerizing view gets even more better when it drizzles !!,1
it was an amazing view of paris !,1
the big bus stops here and from the quay opposite the river cruises leave .,1
i did n't enjoyed 3rd level as it takes lot of time cuing up for changing lifts and crampy above as place is shorter .,1
great boutique gifts for souvenirs for family and friends .,1
"but do n't miss it if you are in paris - huge crowds , so if you plan on going to the top , purchase your ticket in advance .",1
the view from the top is outstanding and the ` champagne bar ' is basically a hole in the wall that happens to sell the stuff .,1
if you do not get tickets through the internet at the top of this usually can be purchased on the second terrace .,1
you get great views of paris from the summit and the 2nd floor .,1
great views and close up appreciation of the construction .,1
booked a night time visit to the eiffel tower with this company as a last resort as all the advance purchase tickets were sold out .,1
it was rainy and windy when i went but it was ok to see it from a distance .,1
it is a beautiful work of engineering .,1
it 's so familiar it can seem ordinary but it is n't .,1
"-lrb- by the way , there is more than one food outlet on the tower , as well as gift shops -rrb- .",1
"i do n't remember exactly how long it took us to get the top ... though two elevator rides , long wait to change elevators , and a champagne bar at the top :-rrb- all of it was a blur except for the view .",1
the gigantic structure is as magnificent from distance as it is while standing on top of it .,1
"we saw it all a glimmer by night from the seine river , we gazed up its skirt :-rrb- right up the belly to the top .",1
if you order your entrance ticket online you have to be there on time .,1
it is really magical !,1
"i took the stairs to second floor , if ar enjoyed that than the elevator plus he line for that is always super long and just a waste of time .",1
it 's not a very hard job on second floor .,1
"some ppl think it is just a metal tower , but actually you are free to be creative in taking memorable pictures here .",1
"on the good side , the night view is fantastic at the base because of the beautiful lighting , and the view from the tower is amazing !",1
one of my favourite buildings in the whole world !,1
you can almost see it from anywhere !,1
make sure you also try and see it at night as the lights are spectacular .,1
but it must be experienced in person .,1
of course the eiffel tower is one of the must dos in paris .,1
we booked tickets online quite far in advance which i advise you do to avoid the long queues at the base of the tower - with your online ticket you can just jump on ahead in at your selected time !,1
"the only romantic music , or any music you 'll hear is rap or homeless people once in awhile in a metro playing an instrument .",1
we had to almost beg the guard to let us back on at the first level so we could get to the second level .,1
its marvelous .,1
you will understand once you are the time to visit .,1
"invest in rfid protective sleeves for your credit cards , and do n't take any cash with you .",1
the eiffel tower contains 12.000 pieces of metal and 2.5 million rivets approx .,1
"and potentially walk down instead of the lift , was very slow waiting for the one lift to go up and down !",1
we did not take the lift from 2nd floor but what we saw was just awesome and it is highly recommended .,1
nightime is even more wow .,1
make sure to wrap up it gets windy at the top .,1
was in doubt whether it would be safe to visit the tower or not .,1
do it .,1
we went at the end of october about 10pm and there was no que .,1
watch out for your belongings while enjoying the view .,1
the view from the top is magnificent .,1
"if you are able to walk up the eiffel tower rather than taking the lift , then do it !",1
paris would n't be paris without it .,1
"view fantastic , windy and cold as expected at upper levels so dress accordingly .",1
you are then rewarded by a gorgeous view and can treat yourself to ice cream and souvenirs,1
has to visited really in fairness you cant go to paris and not go up the tower .,1
we arrived in paris in the late afternoon - just enough time to check in to our hotel and get to see the eiffel light up for the evening .,1
the light show is on the hour every hour and lasts for 5 minutes .,1
"this is not to scare you , but i saw at least three pickpockets in action .",1
weather was n't great so perhaps influenced .,1
there was a line for tickets for climbing as well as the lift .,1
we booked 8 weeks in advance and were limited to 1 day out of 11 that was available .,1
when we visited it was easy since we already had our tickets .,1
love love love the eiffel tower ... what tourist does n't ?,1
must see at night .,1
"i am not in any kind of great physical shape , and there are landings where you can stop and catch your breath , that 's what i did !",1
"after dark , the tower sparkles with lights for five minutes every hour on the hour .",1
"we booked a skip the line tour of the eiffel tower with musement , because it was not possible to get tickets from the tower 's official website .",1
my wife only asked one vendor how much a selfie stick was and then he followed us and negotiated to lower the price until we agreed to buy it from him .,1
they also ` close ' the top occasionally but be patient as it reopens .,1
"after visiting the eiffel , go for a boat cruise !",1
did not push him to go higher maybe next time .,1
"you have the option to walk up to the middle level , however after that you 're required to take the crammed elevator to get to the very top .",1
it 's hard to believe how big it is especially given when it was built .,1
be there at 9:00 pm and caught the light show .,1
then down in time to see the tower flash on the hour for five mins .,1
getting up is easy enough thanks to the glass sided lifts which themselves give you a whopping view of the surrounding area - this is either brilliant or something to be studiously ignored depending on your nerve .,1
uber security .,1
there are many great spots from which to see the tower - both during the day and evening .,1
surrounding area a bit grotty and little else in area .,1
"by the way if you do walk up , you can also visit the 1st level .",1
really welcoming guide in the office with free wifi and advice on what was/wasn ' t allowed in the tower .,1
"there was increased security but this did n't hinder our visit , were went to the top viewing area and had a clear day a great view and not for the faint hearted",1
i did not travel up to tower .,1
if you are more adventurous and have more endeavor then you would want to take the stairs .,1
even for couple of days it 's a a must seen in the city .,1
be prepared to queue to have your bags checked .,1
loved it and love paris ... big question and only second floor was open so we did n't go up but was worth it to just look up at it .,1
we managed to get up the tower in a clear day .,1
definitely a place to visit once in your lifetime !,1
loved the 5 minute light show each hour .,1
the security staff are very rude and make up the rules .,1
"i hesitated doing the most touristy of things while in paris , however i am glad we took the afternoon to visit .",1
a bit crowded place though !,1
i can keep revisiting !,1
"i have been up blackpool tower , the shard and empire state building , so going up the eiffell was not really required .",1
there 's a bathroom at the top of you need it .,1
the tourist items are also far cheaper in the nearby shops .,1
we were with a group so we only went up to the 2nd floor but the view was spectacular .,1
"otherwise , it is a great monument just very touristic as well .",1
i went during the evening as it was starting to get dark and it was cool watching the tower and the city transition from day to night .,1
we did n't get the lift up as the que was over an hour but a must see,1
"even so , it remains a wonder of architecture and you must see it in both day and night .",1
had to wait and que for a while but it does move and well worthwhile doing .,1
while at the top you can see paris in aerial view .,1
huge monument .,1
my daughter and i had very little time but the lines went quite quickly .,1
well worth it to go up and get the views of paris,1
short stair case takes you to top level .,1
we booked a tour allowing us to skip the line and go directly to the elevator for the ride up .,1
also use bus to reach the tower in the fastest time .,1
glass bottom viewing area near the refreshment area .,1
all in all a must visit if visiting paris,1
visited paris with my partner for our anniversary with this spot top of our list .,1
"stood waiting for a ticket for about half an hour with a group of turkish men who spoke good english , amid regular army security patrols .",1
although i thought it would be too hard to climb the stairs -lrb- 700 steps -rrb- after days and days of walking -lrb- 5th week of our european holiday -rrb- i do n't regret it .,1
"we went to paris last week we had a great time but do n't be fooled by expectations ,",1
"while in family , we were asked to split to go in the elevator , and we we tried to explain that we 're in family and there is enough space , the guy said he 'd call the security to put us out , all this in front of my 3y daughter that had difficulty understanding why the monsieur is 'm échant ' with papa .",1
it took about one hour to get the ticket and go upto the second floor .,1
he was fun and our entire group seemed to really enjoy the experience .,1
took me 3 hours in line even though i had pre book tickets .,1
the people that helped were well dressed and very nice to help our friends to clean the mess off their backs ... after the oriental couple left our friends discovered that they had been pick pocketed .,1
it was much cheaper than booking through viator etc. .,1
"my friend and i were fortunate to have booked a tour of the tower , which was informative and fun .",1
we visited the eiffel tower on a hot day .,1
took the kids here for their first time using a private group tour .,1
a bit chilly due to the morning due but it quickly warmed up a bit when the sun came out .,1
it 's worth see by day and at night .,1
it is well worth spending the extra money to take the skip the line tour .,1
it 's annoying but just ignore them and enjoy the view .,1
so many drunk people -lrb- like help your buddy stay on his feet kinda drink -rrb- .,1
we got lucky after a uefa 2016 soccer match with no line and only waited 10 minutes to get to the top .,1
we booked for 5 and got there at 4.30 .,1
although the weather was not great during my visit but that did n't stop me going to eiffel tower .,1
i was in transit and had very less time so i couldnt go up the tower as i had stand line for hours to get the tickets .,1
a magical moment .,1
we should have done this sooner .,1
be prepared to wait in long lines outside and to go to the second floor and ultimately the top floor .,1
but the views from the top are breathtaking .,1
"reading about it , seeing pictures of it , just does n't do it justice .",1
it 's is important for every traveler to have at lest on picture with this tower :-rrb- when visit paris .,1
if you are in paris you have to see the eiffel tower at night .,1
"well , the view is definitely must see .",1
"we visited at night this time , and by far my favorite !",1
one day i would like to climb to the 2nd level of the eiffel tower !,1
we loved our visit to this iconic landmark and it did not dissapoint !,1
on the way down we stopped to have lunch in the restaurant .,1
be warned that the crowds are big and congestion in some rooms can occur .,1
spectacular sight when viewed form many differing angles around paris .,1
me and my friends really enjoyed the visit .,1
this is worth the effort if it is busy .,1
lovely to be near and a great atmosphere around it -lrb- watch out for the lucky lucky men -rrb- and a great view from the trocadero .,1
our first try to go up the tower - did n't happen .,1
must make time to see it at night !!,1
day time it was crowded with plenty of peoples .,1
a must if you visit paris for the first time !!,1
"if not , the queue for the ` stairs ' entry moves quickest .",1
seeing the eiffel tower was one on the few things my daughter wanted to do in paris and it did n't disappoint .,1
one must visit eiffel tower twice - one in the day and one in the night .,1
everything was well organised and clearly signposted .,1
going to the louvre if you are in paris is a must see .,1
would visit again .,1
the eiffel tower is a must-see !,1
"to go to the top of the tower and see the entire city was in my to do list , it was an amazing experience and an experience that one would never forget",1
it was very quiet when we went which made getting through security and to the second floor a lot more pleasant than in busier months .,1
"make sure you check via which ` leg ' you enter the eiffel tower , as the services differ .",1
"but it was well worth it for the experience and views , just expect to spend at least half the day at the tower .",1
the shops there offer a large selection of cultural and souvenir items with paris and the eiffel tower as theme .,1
take warm gear as it gets even worse higher up .,1
so worth it !,1
by this time the tour groups and usual tourists have left the place and there is greater chance to wrapping up the visit to top .,1
we were lucky to have a night which treated us to a clear view and not too much wind .,1
the gift shop personnel were most helpful .,1
"if you have issues with height , it 's not good for you .",1
"if you are short of time , go right up by paying euro 17 .",1
"fantastic view , its a great walk around it or you can take the stairs up as far as you can and feel the happy burn of ...",1
"we were taken the roof of the restaurant , just our group of 12 , so we did have a slightly higher view with no crowds .",1
"not much to look at during the day but when lit up at night , it is a beautiful sight , especially with the twinkling lights .",1
"we have been there on a working day , in the morning , and the place was not busy at all .",1
just was n't what i hoped for .,1
much bigger then i expected and prettier to my surprise.it 's a must see in paris off course ... but it was very windy around the tower and it was a sunny day ...,1
i booked fast track tickets at $ 15 each to go up the tower on our last evening and would recommend doing this as the queues did look very long .,1
there are places to sit and souvenir shops on each level .,1
i had gone with a package tour and our ticket was up to the top - the `` sommet '' .,1
it 's stunning from the ground and the view from the top is the same .,1
its easier to start from trocadero -lrb- upstairs -rrb- and walk you way down to champ de mars which is the garden in front of eiffel tower,1
the view was amazing !,1
"we went across the street and took some really nice pictures , as the `` grassy '' area was more like mud and not much grass to sit on .",1
"going in the evening , one can see the lights of paris .",1
went up to the second floor at 11.30 pm on a saturday night - surreal and breathtaking views .,1
"so you 'd think with today 's advances with line/cue engineering , an attraction of this magnitude would have figured it out by now !",1
it was very crowded both times .,1
it was really a good experience .,1
we purchased tickets for an english speaking tour months in advance -lrb- citival i think it was -rrb- which was well worth the price .,1
the food and shops up at the top are overpriced but that 's to be expected .,1
"the queues for tickets were huge , but we just sailed past all the queues straight into a lift and straight up the tower .",1
the difficulty of getting a reserved lift ticket to the 2nd floor to the eiffel tower throught internet discourages us .,1
there 's glass bottom floors where you can look straight down .,1
although you can catch a boat tour nearby .,1
i was finally there .,1
"word to the wise : if it 's foggy at the very top , stick around for a while , the fog might clear !",1
we went to the third level at night and it was beautiful .,1
"while it 's an iconic structure and beautiful to look at , every time we go with friends , we always encounter long long lines making the trip up to the top not possible -lrb- we usually just walk up to the first level in the end ! -rrb-",1
the lines were not bad at all .,1
dont hesitate and got all the way up to the top .,1
"a friend did warn us about visiting at night , though , because of the rodents !",1
the most popular tourist sight in the world visited at night and the structrure is magical when lit up,1
things moved but the old lifts just ca n't keep up with the demand .,1
we visited at night and it was absolutely amazing !,1
in our tour we got to see the eiffel tower at night in a super river boat tour .,1
but it 's a must do .,1
"for meals in the restaurants , reservation is needed far in advance .",1
must do,1
do miss out .,1
must see one .,1
got in line for security check followed by getting in the very short line to walk up to the 2nd level .,1
well my 3rd visit to paris and i was all set to get right to the top of the tower but to my dismay the top was closed for renovations .,1
and 2 spacial view places .,1
one of the best first view of it was when i left in the tower station .,1
we made sure that this is in our itinerary .,1
"still great views , just without the crowds , so all good .",1
we booked through a private company so we did n't have to wait in any lines to gain access .,1
and at the evening the lights were out .,1
definetely must visit place .,1
the top outside gave a view of most of paris and at night all the city lights are switched on giving an amazing view .,1
"loads of security to get through , only to be told it was closed due to a strike .",1
it 's always a pleasure to contemplate paris from the top of the eiffel tower .,1
"tower itself is stunning , but prepare yourself for endless queue to get to the top .",1
i have seen pictures like everyone has if this magnificent structure bit to see it in person was awe inspiring .,1
eiffel tower : everything that you see in the pictures is what you see in reality .,1
2nd level is indeed the best to make out the buildings in paris .,1
"we went there twice , once during night and once during the day ca n't decide what i like better .",1
just beware of the sellers and pickpockets around the area .,1
in november when the skies are clear .,1
need to book in advance for a seat near the window which we did .,1
i have been up before many years ago and did not go up this time as i had not booked in advance - huge queue and another approx .,1
"but to be honest , this is an overrated tourist spot .",1
we rented bikes and cycled round the city and all around the eiffel tower .,1
it 's really worth seeing that way .,1
"to be honest , i did expect much if it , but i likes it a lot .",1
", make sure you wear comfortable shoes -lrb- there is no place to sit -rrb- , and use the facilities before leaving home .",1
"otherwise , you can not buy tickets and wait for someone - you buy the ticket and immediately proceed to the tower .",1
"a must-see , the most popular in all of paris .",1
"but it 's a beautiful architectural piece , very impressive structurally .",1
visit the eiffel tower both during the day and again at night when the tower is completely lit up .,1
bring a hat because it is windy and cool at the top .,1
there is just something so magical about seeing the eiffel tower in person .,1
"everywhere i turn , it 's smell of urine .",1
we overpaid for an english tour that was pretty lame -lrb- from cultival tours . -rrb-,1
and we did .,1
everything i imagined it to be .,1
the top level was not available to us so book early .,1
but that 's tourism for you .,1
me and my partner went there as soon as we arrived .,1
"a day out from disney , jumped on a train and took my 8 year old daughter to paris .",1
from there you can walk to the second level -lrb- which is what my family did -rrb- or catch a lift to the third level .,1
although we sadly never managed to go up it due to long cues .,1
so height and amazing view up from the top .,1
a lot of security gates and guards to go through but once through you can buy a ticket .,1
"after dark , on the hour , the lights on the tower `` twinkle '' !",1
champagne available for purchase once you reach the summit .,1
my second visit with my son was even more exciting .,1
once finished we went to the next floor up and caught the lift to the highest level .,1
a must visit when we were in paris .,1
"the tower itself is beautiful , but the place as attraction is awful - full of tourists , long queues , a lot of beggars and fraudsters .",1
"no matter how many times i 've been to the eiffel tower , i just love going there .",1
"the view from the top is amazing , and certainly worth every penny !",1
"we saw it in daylight , in the evening and took the trip to the top .",1
we were there during the eurocup so there was a soccer ball hung from the lower deck of the tower that lit each night .,1
-lrb- i am old enough to remember when you could stand right under the tower . -rrb-,1
some in world famous in many cities taj agra paris eiffel tower there are hotels inso can eat and see the tower and city i had the view in very cold and hot days bot are good,1
it is a truly mind boggling structure and well worth visiting .,1
i was n't going to queue to go up the tower as the queue was ridiculous but we had a great time !,1
do n't forget to bring an umbrella because paris weather is so unpredictable . . . it will be sunny a few hours and pouring buckets of rain in seconds .,1
you need to see it light up during the first 10 minutes of every hour !,1
"we did a little research and wanted to go to the summit , however those tickets were not available for our date .",1
ambiance is great .,1
i go up everytime i visit paris .,1
we 're lightweights i guess .,1
"paris is beautiful , grab a nutella crepe once your back down , there are a number of places to buy them around the tower , but be warned they are addictive .",1
perfect way to spend a few hours relaxing and people watching ... beware of the gypsies trying to rip you off to sign a letter of donation ...,1
visited the tower at night and it was breath taking .,1
going down however is a tedious time consuming process .,1
i was in paris a week and managed to catch a glimpse of the eiffel tower every single day and it put a smile on my face every single time .,1
"advice : try to reach early in the morning before it opens , we avoided the long queue by going an hour earlier than the opening time of around 9.30 am .",1
"therefore , you can not deal it ??",1
wlaked the stairs to 2nd floor -lrb- good excercise -rrb- and then the elevator to the top .,1
i was lucky enough to goto the jules verne restaurant in eiffel tower -lrb- see review -rrb- but if it wasnt for that i would opt to see the grandiosity of the tower from a distance in the comfort of a nice cozy restaurant .,1
it 's perfect to go up on sunny days or in the evening to see the city lights .,1
the light show at night is incomparable !!,1
one of my friends had recommended to visit it during the night .,1
"because we visited in february , there were no lines at the eiffel tower .",1
looks brilliant when it is all lit up at night !,1
it 's very nice to see the whole paris from there but it was way too crowded especially on the sunny day !,1
"better to get the ticket online first , if not you will waste time for a long queue .",1
however it was pretty over rated .,1
the view is good once the city is lit up .,1
lot is written and said abt eiffel tower .,1
bring your camera and some bottled water and it 's much better .,1
"right from the time i laid my glance on to it , my eyes were stuck to the gravity of this majestic tower .",1
the views from the distance are more serene than being in the mass of people lined up to get to the top .,1
the tower is brilliantly lit up and changes from sparkles to blue to yellow to red with the star light at the top .,1
quite efficient security check .,1
i 'm not too fond of heights so it is a bit scary at the very top but worth it for the views !,1
i 'm absolutely terrified of heights and i still managed to go all the way up and get a picture with the views .,1
"we had looked into buying tickets , but the times were all sold out .",1
we went up at night at it was breathtaking .,1
many families were resorting to `` the bushes '' .,1
"for those who are going to be there once , perhaps .",1
"with it all lighted and twinkling.its one of the must see places , just for the beauty it is .",1
the lights twinkle each hour on the hour at night .,1
we did n't venture to the top as it was windy and visitor were n't allowed up so can not comment x,1
we climbed the tower a much shorter line and a cool experience !!,1
it is a unique tower !!,1
we had quite a wait to get to the top but it was worth it .,1
however ensure that when your in the queue it 's the right one .,1
there is a small deli in the tour but it is somewhat pricy but you can take food with you so pack a sandwich .,1
the people who were at security and operating everything are very kind and make the experience amazing,1
we were in the first 20 in the queue .,1
"the tower is imposing to look at from all , over paris and gives an amazing view from the top , or part way as we went .",1
if not in use it got zipped in my bag .,1
did n't go up as did n't feel the need .,1
second time i 've been here and i 'll say its still as wonderful as the first time i saw it .,1
previously i have walked up the leg by the stairs to get a real sense of the space and architecture but on this occasion i queued for the level 2 lift .,1
i think the tower looks better than the view from the top .,1
"eiffel tower is amazing , but the place is so dirty all around that you can not imagine this !!",1
"very very beautiful , so say the least .",1
we took the elevator to the second floor observation deck and walked down .,1
we did a sunset tour which was perfect .,1
beautiful views over paris .,1
"my husband , children , parents and i decided to visit this monument as it was something we heard about and had seen in movies and pictures .",1
we had tickets pre-paid and still faced a relatively small queue compared to the normal lines .,1
"if you go , make sure to also soak up the view of the tower from a few yards away - not just a view from the top of the tower .",1
it is worth keeping on trying .,1
it does look a lot larger in person .,1
the metro station was n't too far away and it was a nice stroll .,1
-lrb- even with prepaid tickets -rrb- people with selfie sticks everywhere underneath .,1
"we planned on going back the next night , but had been traveling for 10 days already and we were tired of fighting the crowds .",1
just wonderful .,1
"you need not go any higher , the views from level 2 are fab .",1
if you 're going to paris you 're obviously going to see the eiffel tower .,1
do you like queues ?,1
this is one of the most beautiful places we have ever been to .,1
it is an absolute must in paris .,1
"in the age of heightened security , there are plans to construct a glass or plexiglass wall around the tower .",1
only a short line to get to the top from the 2nd floor .,1
lights make it even more beautiful !!,1
"pretty inexpensive to go to the top , definitely try to do it at sunset .",1
"so i went through the security line at 9 , and that 's my mistake .",1
"so i waited inside for my family to get thru security , so we can buy tickets together .",1
"the space under the tower is now enclosed with site fencing and you have to queue to enter via a portacabin containing a security check -lrb- god knows why because it would be easy to get whatever inside , either under or over the fence by the loos -rrb- .",1
the tower has strobe lights that illuminate every hour .,1
the third was when we came to the tower itself and went up the observatory deck .,1
went to the summit of the tower using the lift .,1
almost got ripped off by someone collecting money for poor and homeless .,1
"but with 1 1/2 day in paris , i could n't leave it to chance & it was all worth it .",1
i 'd definitely recommend booking online to avoid the queues as it was pretty long when we got there but because we booked in advance we were directed to the fast track door .,1
the tower is amazn and a wonderful experience .,1
we bought tickets for the summit -lrb- you can go to 2 different levels -rrb- .,1
"great views , was def worth it .",1
lots of tourist shops but trip to the summit definitely worth the time .,1
definitely a must see but probably done better with a tour group .,1
"for years you see it in pictures and movies , but to see it up close is breathtaking !",1
let 's face it .,1
enjoyed the visit and commentary .,1
there were so many hawkers around the perimeter fencing .,1
our favorite place to view it from was atop the arc de triomphe .,1
we visited the eiffel tower while on our christmas holiday and all i can is wow !,1
be prepared for long queues so be early .,1
"carl answered , i asked if we could contact the guide , and he said , `` no !",1
1 -rrb- we knew we were late .,1
2 -rrb- immediately yelling at a customer does n't help the situation .,1
the view from each floor was amazing .,1
the views were great from the second floor so we decided to not purchase tickets to the third level .,1
"our admission also included summit access but we were too tired and lines for elevator to summit too long for this journey , but we did enjoy our visit very much .",1
just image well over 100 years old and no city on earth has something quite so iconic .,1
a must do whist in paris .,1
"we chose the lift , it 's a little scary , but the view is totally worth it .",1
got online tickets to get pas the queues and was able to go up the lift without standing in line .,1
"seems like the garden is a mess , the grass is all gone and now when it rains it 's a bit muddy .",1
you can not visit paris and not see this iconic structure .,1
one can not make his visit complete without visiting this tower .,1
"the views are quite spectacular , definitely visit .",1
it was a `` must see '' for me on my trip to paris and it did n't disappoint .,1
after you come out on the top level you still need to climb a short set of stairs to get to the open air views .,1
it surpasses all your expectations .,1
i have heard stories of it taking hours to catch the lift to the 2nd floor then one to the top and then in reverse.we arrived in the queue and it was already down to the walk up pillar but not too long a wait .,1
the view is amazing and the history is incredible but personal safety is a concern .,1
we just walked over to the eiffel tower no tour needed .,1
i was so upset really took a lot away from the tower visit,1
"i am now not myself , i have to become ignorant .",1
the eiffel tower is one of the most iconic landmarks in the world .,1
the whole excursion took about 3 hours from the time we arrived .,1
"see it at night , i was surprised at how clear it is to see from right at the bottom , pictures are amazing .",1
"we -lrb- family of 5 , including 3 teens -rrb- wanted to be sure we were able to make it up all the way to the top .",1
great views of paris .,1
"many beggars , con artists , sellers of tourists trinkets , so you have to watch your every step .",1
"it is a must see , obviously .",1
we spent a good two hours there .,1
we were in line for an hour to get tickets for the elevator .,1
i was n't prepared to wait that long in the cold !,1
watch out for the street traders .,1
"this attraction is high up - however , i am glad i still took hold of my fears and went all the way up !",1
we got there an hour or two after it opened .,1
buy your tickets in advance !,1
lots of shady people there too ...,1
it is a paris icon - definitely a must see !,1
it was crowded and a disappointment .,1
great trip !,1
great spot to hang out at the restaurant level .,1
it 's well worth waiting until 10pm to watch it sparkle to life .,1
it gives you an awesome view of the tower and great clicks .,1
"because of that combination , the top level was closed .",1
but definitely worth it .,1
ouaaahhh !,1
get there really early to avoid the queue .,1
"there was a proposal while we ate , and the opportunity to go ice-skating on the tower - what more could you want ?!",1
it is so beautiful how it is set up .,1
its magnificent !,1
please be very vigilant .,1
i had not been to the top so i spent $ 17 to go up there .,1
getting down is n't nearly as much of a challenge .,1
"well , we have just returned from our first time in paris .",1
"we were lucky the day we went , as we had n't pre-booked & went on the off chance of being able to go up the lift .",1
first visit was great .,1
"the views of paris are incredible , and my family loved the buildings exhibit on the first level .",1
increadible view from the top .,1
we had dinner at le jules verne in the tower as well .,1
amazing loved every minute !,1
the `` cut the line '' tickets are worth every penny .,1
you have to visit the eiffel tower on your first trip to paris right ?,1
"however , please be wary of pick pockets and beggars as they are everywhere !",1
i was lucky to get a few minutes of blue sky for some photos .,1
what an erector set !,1
it indeed is a landmark or not only paris or france but of whole europe .,1
"this place is remarkable , beautiful and authentic .",1
"however if i had it to do over again , this is the one attraction i 'd skip .",1
"but i would suggest if you are pressed for time , plan a night trip to the eiffel and go to the top .",1
how i wish there are more restaurants up there .,1
i would suggest taking a canal boat as it also goes through the city and past all the sites we saw .,1
was able to explore eiffel tower and look at paris ' cityview from top part .,1
loved to see it ourselves and better at night !,1
we turned up in the early evening to take some photos and were amazed to find almost no queue .,1
the food was excellent and the view outstanding .,1
a huge structure and surround is wonderful .,1
"hard to believe that when the eiffel tower was first exhibited , parisons hated it !",1
its a lot of them selling copies of the tower and selfie sticks .,1
it 's a funny experience .,1
"we had a lunch on 1st level , views were superb .",1
be aware of the people selling stuff though .,1
i was shocked that it did n't make it to the list of the new wonders of the world is simple spectacular this place i loved it i walked to the middle of the tower which is called the second floor you get an awesome view you can also choose to go up the elevator to the top fkr like 5 euros more is am awesome place,1
the building is so amazing when my wife and i reached there .,1
"while it 's an absolute must-do stop on your tour of paris , it 's worth noting that it 's not all roses .",1
the view is so beautiful up there .,1
be there at dusk and view from a distance when the ` christmas ' lights start to come on .,1
"worth going day and night , it does not matter .",1
i would highly recommend buying advanced tickets .,1
make this stop a priority in your travel plans .,1
"given we had dinner reservations we elected not to , but i 'm sure is worth the wait if you do n't want to pay the extra for the restaurant -lrb- which is n't cheap -rrb- .",1
the huge structure just mesmerizes me with its gigantic beauty .,1
"of course , an incredible , iconic structure of paris .",1
"it works as an icon on the skyline , but it 's just plain ugly close up .",1
"we took the lift up , which if like me you are not the best with heights , is recommended .",1
make sure you see the lights the first 10 minutes on the hour -lrb- in the evening -rrb- .,1
then saw the control room for the elevators .,1
too some photos of it and then left .,1
a visit to the eiffel tower is quite easily possible given its central location ; however if you are planning on climbing up make sure you get your tickets in time .,1
avoid those selling friendship bands !,1
we bought our tickets before our visit and only had to wait about 30 minutes before going up .,1
the view from top is worth putting the effort .,1
toured with a group and guide on a clear blue sky weekday afternoon .,1
"one really ca n't go wrong with the eiffel tower , the most symbolic landmark of paris - without doubt .",1
"my sister and i got there at about 11:15 a.m , got in line for the stairs and only waited about 15 minutes if even .",1
anyway we got together to enjoy the views and the sheer beauty of a mecanno type structure .,1
-lrb- i 'm not sure about the ending hour -rrb- .,1
"i now wished , i had gone all the way to the very top !!!",1
went passed on hop on off bus did n't go up when on boat on seine at night see eiffel tower lit up looked gorgeous then during day looks like rust bucket,1
"we went here for valentine 's day it is truly amazing , there were very long queues to go up but well worth it we went right to the top the views were stunning and it sparkles every hour it looks magical loved it",1
"i expected the eiffel tower , to be taller so as you can see its top from all over the city ... but it 's not that tall !",1
well worth the visit with incredible incredible views .,1
fabulous ingenuity and tired kids too !,1
the views of paris from atop the tower were truly stunning .,1
great !!,1
"every morning before the day start take a walk to admire that beautiful creation , with the first lights behind is such a great experience to start a day",1
we did not and had to go through a tour group to get tickets to be able to get to the summit .,1
i was surprised there was no police presence,1
we visited to take photos around this iconic piece of engineering and were saddened to see it now cordoned off by fences and that entry was only allowed if you were actually going up .,1
"we were n't able to go up the eiffel tower because the lines were crazy , however we did n't realize that u could buy tickets in advance and make reservations i would recommend doing that if you can plan it .",1
i would say the night view is better .,1
we came here around 10 pm and went across the street and picked a spot on the grass and waited for it to sparkle and it was beautiful .,1
wanted to visit here for such a long time now i am here and having a very great day and full of memories .,1
"no lines in january in the cold , and no crowds on the observation decks .",1
that gives me a chance to come back .,1
at night time it sparkles on the hour which is quite interesting .,1
each time is like the first time .,1
we were able to go all the way to the top and take a tour inside the tower .,1
you can buy tickets in advance but much cheaper to just wait in the queue if you are not in a rush .,1
the large amount of people who are selling tacky novelty items at the eiffel tower ruined the experience for me .,1
"i love the eiffel tower and visit it every time i visit paris , it is currently cordoned off due to landscaping the gardens.the tower is magnificent in the evening when the lights start to shimmer on the hour after 5.30 pm .",1
shame so many people out in the front selling tack but other than that was a gorgeous view and loved every minute .,1
"lovely to stay at the top as long as we wanted , no hurry to rush down .",1
went to the summit and the views were spectacular .,1
"go early in the morning , queues are not that long .",1
we were very lucky we arrived around lunch time so the line was rather small and fast moving .,1
"i had the opportunity to see the eiffel tower during a clear sunny day from below , from a distance , from seine river , from above in all possible angle .",1
"must take the lift to the top level , had a glass of champagne each up there .",1
"then took lift to , i think 4th level , and took the stairs down .",1
1hr wait on the 2nd stage .,1
we went to the summit but had to queue again for the lift to the top .,1
queues looked longer when we arrived back down .,1
it really takes your breath away .,1
beware the pickpockets and the street vendors trying to sell junk to you - those two things are the only drawbacks .,1
this is having an amazing structure and scenic view .,1
"loved every second being on the eiffel tower , we had lunch on their and it was very nice with a beautiful view to go with it !",1
we arrived about 930am .,1
"we had a good time , fortunately with a tour group as i would n't want to stand in line for a regular ticket .",1
that does n't include the security queue to get in the tower square either .,1
not knowing what to expect -lrb- had only seen in pictures -rrb- it really is a must when visiting the city .,1
i ca n't believe i ca n't recognized paris anymore .,1
they added a new ticket booth on the 2nd floor to go to the top for an additional $ 6 -lrb- they did n't have this before -rrb- .,1
